employee_id,first_name,last_name,full_name,department,job_title,salary,year,hire_date,location,employment_type
1034,Will,Thomas,Will Thomas,Engineering,Engineering Manager,184855,2021,2020-04-26,San Francisco,Full-time
1034,Will,Thomas,Will Thomas,Engineering,Engineering Manager,223902,2022,2020-04-26,San Francisco,Full-time
1034,Will,Thomas,Will Thomas,Engineering,Engineering Manager,204896,2023,2020-04-26,San Francisco,Full-time
1034,Will,Thomas,Will Thomas,Engineering,Engineering Manager,225216,2024,2020-04-26,San Francisco,Full-time
1035,Steve,Harris,Steve Harris,Engineering,Engineering Manager,202036,2021,2021-07-08,San Francisco,Full-time
1035,Steve,Harris,Steve Harris,Engineering,Engineering Manager,213782,2022,2021-07-08,San Francisco,Full-time
1035,Steve,Harris,Steve Harris,Engineering,Engineering Manager,216660,2023,2021-07-08,San Francisco,Full-time
1035,Steve,Harris,Steve Harris,Engineering,Engineering Manager,226225,2024,2021-07-08,San Francisco,Full-time
1036,James,Thomas,James Thomas,Engineering,Engineering Manager,248607,2021,2018-08-05,Boston,Full-time
1036,James,Thomas,James Thomas,Engineering,Engineering Manager,259029,2022,2018-08-05,Boston,Full-time
1036,James,Thomas,James Thomas,Engineering,Engineering Manager,276335,2023,2018-08-05,Boston,Full-time
1036,James,Thomas,James Thomas,Engineering,Engineering Manager,277097,2024,2018-08-05,Boston,Full-time
1037,Clara,Hernandez,Clara Hernandez,Data,Data Analyst,73159,2021,2021-08-09,Boston,Full-time
1037,Clara,Hernandez,Clara Hernandez,Data,Data Analyst,81522,2022,2021-08-09,Boston,Full-time
1037,Clara,Hernandez,Clara Hernandez,Data,Data Analyst,82075,2023,2021-08-09,Boston,Full-time
1037,Clara,Hernandez,Clara Hernandez,Data,Data Analyst,87764,2024,2021-08-09,Boston,Full-time
1038,Victor,Lee,Victor Lee,Data,Data Analyst,71292,2022,2022-02-05,San Francisco,Full-time
1038,Victor,Lee,Victor Lee,Data,Data Analyst,78284,2023,2022-02-05,San Francisco,Full-time
1038,Victor,Lee,Victor Lee,Data,Data Analyst,83227,2024,2022-02-05,San Francisco,Full-time
1039,Diana,Wilson,Diana Wilson,Data,Data Analyst,80483,2021,2021-07-25,Remote,Full-time
1039,Diana,Wilson,Diana Wilson,Data,Data Analyst,72475,2022,2021-07-25,Remote,Full-time
1039,Diana,Wilson,Diana Wilson,Data,Data Analyst,88126,2023,2021-07-25,Remote,Full-time
1039,Diana,Wilson,Diana Wilson,Data,Data Analyst,102814,2024,2021-07-25,Remote,Full-time
1040,Amelia,Wright,Amelia Wright,Data,Data Analyst,76284,2022,2022-10-08,Chicago,Full-time
1040,Amelia,Wright,Amelia Wright,Data,Data Analyst,82940,2023,2022-10-08,Chicago,Full-time
1040,Amelia,Wright,Amelia Wright,Data,Data Analyst,91418,2024,2022-10-08,Chicago,Full-time
1041,David,Rodriguez,David Rodriguez,Data,Data Analyst,69406,2022,2022-09-01,Chicago,Contract
1041,David,Rodriguez,David Rodriguez,Data,Data Analyst,75449,2023,2022-09-01,Chicago,Contract
1041,David,Rodriguez,David Rodriguez,Data,Data Analyst,77356,2024,2022-09-01,Chicago,Contract
1042,Yara,Lee,Yara Lee,Data,Data Analyst,90741,2021,2019-08-11,Austin,Full-time
1042,Yara,Lee,Yara Lee,Data,Data Analyst,94664,2022,2019-08-11,Austin,Full-time
1042,Yara,Lee,Yara Lee,Data,Data Analyst,98839,2023,2019-08-11,Austin,Full-time
1042,Yara,Lee,Yara Lee,Data,Data Analyst,97769,2024,2019-08-11,Austin,Full-time
1043,Omar,Adams,Omar Adams,Data,Data Analyst,90054,2021,2018-11-02,Boston,Full-time
1043,Omar,Adams,Omar Adams,Data,Data Analyst,80550,2022,2018-11-02,Boston,Full-time
1043,Omar,Adams,Omar Adams,Data,Data Analyst,94473,2023,2018-11-02,Boston,Full-time
1043,Omar,Adams,Omar Adams,Data,Data Analyst,101474,2024,2018-11-02,Boston,Full-time
1044,Quinn,Roberts,Quinn Roberts,Data,Senior Data Analyst,101838,2021,2020-03-20,Remote,Full-time
1044,Quinn,Roberts,Quinn Roberts,Data,Senior Data Analyst,113224,2022,2020-03-20,Remote,Full-time
1044,Quinn,Roberts,Quinn Roberts,Data,Senior Data Analyst,129116,2023,2020-03-20,Remote,Full-time
1044,Quinn,Roberts,Quinn Roberts,Data,Senior Data Analyst,133085,2024,2020-03-20,Remote,Full-time
1045,Tara,Gonzalez,Tara Gonzalez,Data,Senior Data Analyst,119164,2021,2018-10-23,Boston,Full-time
1045,Tara,Gonzalez,Tara Gonzalez,Data,Senior Data Analyst,137619,2022,2018-10-23,Boston,Full-time
1045,Tara,Gonzalez,Tara Gonzalez,Data,Senior Data Analyst,133313,2023,2018-10-23,Boston,Full-time
1045,Tara,Gonzalez,Tara Gonzalez,Data,Senior Data Analyst,147766,2024,2018-10-23,Boston,Full-time
1046,Ben,Nelson,Ben Nelson,Data,Senior Data Analyst,103476,2021,2020-02-17,Seattle,Full-time
1046,Ben,Nelson,Ben Nelson,Data,Senior Data Analyst,111944,2022,2020-02-17,Seattle,Full-time
1046,Ben,Nelson,Ben Nelson,Data,Senior Data Analyst,126458,2023,2020-02-17,Seattle,Full-time
1046,Ben,Nelson,Ben Nelson,Data,Senior Data Analyst,116866,2024,2020-02-17,Seattle,Full-time
1047,Laura,Campbell,Laura Campbell,Data,Senior Data Analyst,101297,2022,2022-11-09,Remote,Contract
1047,Laura,Campbell,Laura Campbell,Data,Senior Data Analyst,111252,2023,2022-11-09,Remote,Contract
1047,Laura,Campbell,Laura Campbell,Data,Senior Data Analyst,106054,2024,2022-11-09,Remote,Contract
1048,Fiona,Moore,Fiona Moore,Data,Senior Data Analyst,99579,2021,2021-04-25,Chicago,Contract
1048,Fiona,Moore,Fiona Moore,Data,Senior Data Analyst,112446,2022,2021-04-25,Chicago,Contract
1048,Fiona,Moore,Fiona Moore,Data,Senior Data Analyst,103914,2023,2021-04-25,Chicago,Contract
1048,Fiona,Moore,Fiona Moore,Data,Senior Data Analyst,121005,2024,2021-04-25,Chicago,Contract
1049,Maya,Hall,Maya Hall,Data,Senior Data Analyst,110049,2021,2020-09-01,Remote,Full-time
1049,Maya,Hall,Maya Hall,Data,Senior Data Analyst,119146,2022,2020-09-01,Remote,Full-time
1049,Maya,Hall,Maya Hall,Data,Senior Data Analyst,126568,2023,2020-09-01,Remote,Full-time
1049,Maya,Hall,Maya Hall,Data,Senior Data Analyst,133385,2024,2020-09-01,Remote,Full-time
1050,Fiona,Jackson,Fiona Jackson,Data,Senior Data Analyst,112338,2021,2019-07-23,San Francisco,Full-time
1050,Fiona,Jackson,Fiona Jackson,Data,Senior Data Analyst,116988,2022,2019-07-23,San Francisco,Full-time
1050,Fiona,Jackson,Fiona Jackson,Data,Senior Data Analyst,140053,2023,2019-07-23,San Francisco,Full-time
1050,Fiona,Jackson,Fiona Jackson,Data,Senior Data Analyst,127526,2024,2019-07-23,San Francisco,Full-time
1051,Tina,Taylor,Tina Taylor,Data,Senior Data Analyst,110241,2021,2019-02-24,San Francisco,Full-time
1051,Tina,Taylor,Tina Taylor,Data,Senior Data Analyst,116619,2022,2019-02-24,San Francisco,Full-time
1051,Tina,Taylor,Tina Taylor,Data,Senior Data Analyst,119331,2023,2019-02-24,San Francisco,Full-time
1051,Tina,Taylor,Tina Taylor,Data,Senior Data Analyst,153692,2024,2019-02-24,San Francisco,Full-time
1052,Maya,Jackson,Maya Jackson,Data,Data Scientist,124197,2021,2018-04-10,San Francisco,Full-time
1052,Maya,Jackson,Maya Jackson,Data,Data Scientist,145862,2022,2018-04-10,San Francisco,Full-time
1052,Maya,Jackson,Maya Jackson,Data,Data Scientist,180648,2023,2018-04-10,San Francisco,Full-time
1052,Maya,Jackson,Maya Jackson,Data,Data Scientist,165391,2024,2018-04-10,San Francisco,Full-time
1053,Will,Young,Will Young,Data,Data Scientist,138816,2021,2018-01-19,Austin,Full-time
1053,Will,Young,Will Young,Data,Data Scientist,157431,2022,2018-01-19,Austin,Full-time
1053,Will,Young,Will Young,Data,Data Scientist,160983,2023,2018-01-19,Austin,Full-time
1053,Will,Young,Will Young,Data,Data Scientist,148714,2024,2018-01-19,Austin,Full-time
1054,Kate,Green,Kate Green,Data,Data Scientist,140648,2021,2018-03-05,Boston,Contract
1054,Kate,Green,Kate Green,Data,Data Scientist,146167,2022,2018-03-05,Boston,Contract
1054,Kate,Green,Kate Green,Data,Data Scientist,159775,2023,2018-03-05,Boston,Contract
1054,Kate,Green,Kate Green,Data,Data Scientist,183968,2024,2018-03-05,Boston,Contract
1055,Yara,Lewis,Yara Lewis,Data,Data Scientist,125304,2021,2021-05-28,Remote,Full-time
1055,Yara,Lewis,Yara Lewis,Data,Data Scientist,135913,2022,2021-05-28,Remote,Full-time
1055,Yara,Lewis,Yara Lewis,Data,Data Scientist,133934,2023,2021-05-28,Remote,Full-time
1055,Yara,Lewis,Yara Lewis,Data,Data Scientist,142240,2024,2021-05-28,Remote,Full-time
1056,Kevin,Thomas,Kevin Thomas,Data,Data Scientist,140070,2021,2019-09-03,San Francisco,Full-time
1056,Kevin,Thomas,Kevin Thomas,Data,Data Scientist,129998,2022,2019-09-03,San Francisco,Full-time
1056,Kevin,Thomas,Kevin Thomas,Data,Data Scientist,139427,2023,2019-09-03,San Francisco,Full-time
1056,Kevin,Thomas,Kevin Thomas,Data,Data Scientist,159439,2024,2019-09-03,San Francisco,Full-time
1057,Omar,Taylor,Omar Taylor,Data,Data Scientist,115795,2022,2022-11-26,San Francisco,Full-time
1057,Omar,Taylor,Omar Taylor,Data,Data Scientist,121148,2023,2022-11-26,San Francisco,Full-time
1057,Omar,Taylor,Omar Taylor,Data,Data Scientist,120285,2024,2022-11-26,San Francisco,Full-time
1058,Tina,Hill,Tina Hill,Data,Data Scientist,127193,2022,2022-05-15,New York,Full-time
1058,Tina,Hill,Tina Hill,Data,Data Scientist,131853,2023,2022-05-15,New York,Full-time
1058,Tina,Hill,Tina Hill,Data,Data Scientist,124953,2024,2022-05-15,New York,Full-time
1059,Ben,Mitchell,Ben Mitchell,Data,Senior Data Scientist,170279,2021,2020-10-09,New York,Full-time
1059,Ben,Mitchell,Ben Mitchell,Data,Senior Data Scientist,185143,2022,2020-10-09,New York,Full-time
1059,Ben,Mitchell,Ben Mitchell,Data,Senior Data Scientist,182278,2023,2020-10-09,New York,Full-time
1059,Ben,Mitchell,Ben Mitchell,Data,Senior Data Scientist,211178,2024,2020-10-09,New York,Full-time
1060,Will,Carter,Will Carter,Data,Senior Data Scientist,171550,2021,2019-08-17,Seattle,Full-time
1060,Will,Carter,Will Carter,Data,Senior Data Scientist,192875,2022,2019-08-17,Seattle,Full-time
1060,Will,Carter,Will Carter,Data,Senior Data Scientist,179878,2023,2019-08-17,Seattle,Full-time
1060,Will,Carter,Will Carter,Data,Senior Data Scientist,192778,2024,2019-08-17,Seattle,Full-time
1061,Qian,Miller,Qian Miller,Data,Senior Data Scientist,187508,2021,2019-06-14,Seattle,Full-time
1061,Qian,Miller,Qian Miller,Data,Senior Data Scientist,195953,2022,2019-06-14,Seattle,Full-time
1061,Qian,Miller,Qian Miller,Data,Senior Data Scientist,187123,2023,2019-06-14,Seattle,Full-time
1061,Qian,Miller,Qian Miller,Data,Senior Data Scientist,216386,2024,2019-06-14,Seattle,Full-time
1062,Grace,Smith,Grace Smith,Data,ML Engineer,151456,2022,2022-08-14,New York,Full-time
1062,Grace,Smith,Grace Smith,Data,ML Engineer,154250,2023,2022-08-14,New York,Full-time
1062,Grace,Smith,Grace Smith,Data,ML Engineer,150491,2024,2022-08-14,New York,Full-time
1063,Ivan,Jackson,Ivan Jackson,Data,ML Engineer,151057,2021,2021-12-16,New York,Full-time
1063,Ivan,Jackson,Ivan Jackson,Data,ML Engineer,143783,2022,2021-12-16,New York,Full-time
1063,Ivan,Jackson,Ivan Jackson,Data,ML Engineer,167105,2023,2021-12-16,New York,Full-time
1063,Ivan,Jackson,Ivan Jackson,Data,ML Engineer,179629,2024,2021-12-16,New York,Full-time
1064,Hannah,Robinson,Hannah Robinson,Data,ML Engineer,177041,2021,2018-11-27,San Francisco,Full-time
1064,Hannah,Robinson,Hannah Robinson,Data,ML Engineer,187305,2022,2018-11-27,San Francisco,Full-time
1064,Hannah,Robinson,Hannah Robinson,Data,ML Engineer,191450,2023,2018-11-27,San Francisco,Full-time
1064,Hannah,Robinson,Hannah Robinson,Data,ML Engineer,187401,2024,2018-11-27,San Francisco,Full-time
1065,Michael,Hill,Michael Hill,Data,ML Engineer,156310,2022,2022-12-05,Boston,Full-time
1065,Michael,Hill,Michael Hill,Data,ML Engineer,168637,2023,2022-12-05,Boston,Full-time
1065,Michael,Hill,Michael Hill,Data,ML Engineer,175091,2024,2022-12-05,Boston,Full-time
1066,Sam,Campbell,Sam Campbell,Data,ML Engineer,157071,2021,2020-10-19,Seattle,Full-time
1066,Sam,Campbell,Sam Campbell,Data,ML Engineer,158971,2022,2020-10-19,Seattle,Full-time
1066,Sam,Campbell,Sam Campbell,Data,ML Engineer,175902,2023,2020-10-19,Seattle,Full-time
1066,Sam,Campbell,Sam Campbell,Data,ML Engineer,213127,2024,2020-10-19,Seattle,Full-time
1067,Steve,Thomas,Steve Thomas,Data,ML Engineer,154996,2022,2022-07-08,Boston,Full-time
1067,Steve,Thomas,Steve Thomas,Data,ML Engineer,167172,2023,2022-07-08,Boston,Full-time
1067,Steve,Thomas,Steve Thomas,Data,ML Engineer,168070,2024,2022-07-08,Boston,Full-time
1068,Julia,Young,Julia Young,Data,Head of Data,257330,2021,2018-03-17,Remote,Full-time
1068,Julia,Young,Julia Young,Data,Head of Data,238586,2022,2018-03-17,Remote,Full-time
1068,Julia,Young,Julia Young,Data,Head of Data,261649,2023,2018-03-17,Remote,Full-time
1068,Julia,Young,Julia Young,Data,Head of Data,268356,2024,2018-03-17,Remote,Full-time
1069,Julia,Jones,Julia Jones,Data,Head of Data,207167,2021,2021-05-11,Remote,Full-time
1069,Julia,Jones,Julia Jones,Data,Head of Data,222519,2022,2021-05-11,Remote,Full-time
